volgnr,lat,lon,label
1144,52.345271,4.793959,2258
1145,52.367713,4.850525,1440
1147,52.361917,4.934671,12480
1148,52.343734,4.874895,2258
1149,52.345089,4.800697,2258
1150,52.374843,4.822067,2258
1152,52.34399,4.805628,2258
1153,52.354858,4.806146,2258
1155,52.406947,4.923748,2258
1156,52.422095,4.88506,2258
1157,52.304018,4.968717,2258
1159,52.327407,4.865343,2258
1160,52.319567,4.966342,2258
1162,52.347003,4.924564,2258
1163,52.386882,4.948503,2258
1164,52.349656,4.878819,2258
1165,52.351274,4.776192,2258
1166,52.323066,4.871643,2258
1167,52.342563,4.797032,2258
1168,52.316832,4.988982,2258
1170,52.382701,4.830266,2258
1171,52.349606,4.820319,2258
1172,52.352103,4.823648,2258
1173,52.336945,4.903908,2258
1176,52.346195,4.784789,2258
1177,52.421423,4.891992,2258
1178,52.375922,4.807265,2258
1179,52.327892,4.979817,2258
1180,52.345732,4.877485,2258
1181,52.344481,4.810611,2258
1182,52.294253,4.993728,2258
1183,52.354369,4.829711,2258
1184,52.356422,4.852012,720
1185,52.410228,4.897202,1440
1186,52.294018,4.967258,2258
1187,52.36201,4.977714,2258
1188,52.342754,4.808491,2258
1190,52.363007,4.94247,2160
1191,52.351943,4.879703,3840
1192,52.380253,4.810837,0
1195,52.32625,4.983309,2258
1196,52.347935,4.813031,2258
1197,52.347223,4.907391,1920
1199,52.362072,4.93533,7440
1200,52.381553,4.801009,5520
1201,52.328529,4.979474,2258
1202,52.38302,4.797773,2258
1203,52.367716,4.82969,2258
1204,52.34271,4.870857,0
1205,52.351098,4.80734,2258
1206,52.342677,4.907954,2400
1207,52.412382,4.883377,2258
1208,52.297275,4.980933,2258
1209,52.424054,4.891345,2258
1210,52.344726,4.886125,2258
1212,52.352116,4.919785,2258
1214,52.30726,5.010798,2258
1215,52.42279,4.892153,2258
1217,52.380002,4.81084,0
1218,52.326054,4.983795,2258
1219,52.344998,4.886738,2258
1220,52.316557,4.961589,2258
1221,52.321139,4.944018,2640
1222,52.326422,4.983821,2258
1224,52.371853,4.86582,1440
1225,52.379635,4.811285,2258
1226,52.350556,4.781486,9120
1227,52.299489,4.995309,0
1228,52.326644,4.980196,2258
1230,52.388015,4.958334,2258
1231,52.316701,4.984862,2258
1232,52.300252,4.971392,2258
1233,52.355971,4.991024,2258
1237,52.326217,4.984189,4320
1238,52.298549,4.999158,2258
1239,52.326961,4.859979,2258
1240,52.351556,4.939899,1440
1241,52.342588,4.8093,2258
1242,52.34769,4.788936,2258
1243,52.407455,4.929636,2258
1244,52.380271,4.854999,1920
1246,52.37703,4.824712,720
1247,52.416543,4.900659,2258
1248,52.421034,4.897714,2258
1249,52.409472,4.926029,2258
1250,52.379687,4.790811,2258
1251,52.323471,4.873647,2258
1252,52.359913,4.858737,1440
1253,52.399868,4.94814,2258
1255,52.328782,4.980044,2258
1256,52.331056,4.865344,2258
1258,52.367534,4.831087,2258
1259,52.299541,4.968364,2258
1261,52.331279,4.860999,2258
1262,52.40125,4.947656,2258
1263,52.295456,4.969648,2258
1264,52.360748,4.98188,2258
1265,52.378283,4.930098,2258
1266,52.413556,4.88279,2258
1268,52.297588,4.996748,2258
1269,52.326745,4.983627,2258
1270,52.382223,4.869502,2160
1271,52.352941,4.805569,2258
1274,52.304063,4.968864,2258
1275,52.349454,4.807376,2258
1276,52.327016,4.981219,2258
1277,52.339338,4.895943,2258
1278,52.350967,4.774039,2258
1280,52.351563,4.995305,2258
1281,52.356873,4.994568,2258
1283,52.346824,4.808188,2258
1284,52.343567,4.826134,2258
1285,52.422834,4.891961,2258
1286,52.361735,4.929579,1440
1288,52.374961,4.820539,2258
1290,52.362575,4.823985,2258
1291,52.300582,4.973162,2258
1292,52.295929,4.971315,2258
1293,52.378206,4.873852,720
1294,52.348034,4.814762,2258
1295,52.354001,4.801812,2258
1296,52.42336,4.89097,2258
1297,52.37476,4.819807,0
1298,52.366378,4.839647,2258
1299,52.299947,4.995232,0
1301,52.323983,4.871588,2258
1303,52.407244,4.9672,2258
1304,52.342616,4.791397,2258
1306,52.32782,4.979906,2258
1307,52.298556,4.990538,2258
1308,52.355676,4.870119,3360
1309,52.298986,4.99804,1680
1310,52.397615,4.92292,2258
1311,52.356613,4.99504,2400
1314,52.403084,4.919586,2258
1315,52.35069,4.885324,2880
1316,52.368433,4.833058,2258
1317,52.361848,4.935435,13920
1318,52.36891,4.862917,4320
1319,52.361045,4.976724,2258
1320,52.410368,4.893952,2258
1322,52.4224,4.889246,2258
1323,52.343248,4.802746,2258
1325,52.369044,4.833051,2258
1326,52.406281,4.918935,19200
1327,52.361887,4.856042,480
1328,52.373131,4.817375,2258
1329,52.344746,4.952778,2258
1330,52.327927,4.982267,2258
1331,52.374752,4.94689,2258
1332,52.388833,4.955946,2258
1333,52.320118,4.962098,2258
1334,52.367489,4.831088,2258
1335,52.422403,4.887747,2258
1336,52.374257,4.94666,2258
1337,52.384437,4.847987,720
1339,52.36772,4.830659,2258
1340,52.308703,4.961826,2258
1341,52.361536,4.824732,2258
1342,52.347928,4.782564,2258
1343,52.3203,4.962697,2258
1346,52.364354,4.942266,720
1348,52.324451,4.871847,2258
1349,52.313473,4.979026,2258
1350,52.402641,4.944806,2258
1351,52.378856,4.791777,0
1352,52.361401,4.826642,2258
1353,52.354039,4.820747,2258
1354,52.369434,4.865466,2400
1355,52.347934,4.923498,2258
1356,52.409222,4.931132,2258
1358,52.361953,4.976819,2258
1359,52.412811,4.885136,2258
1360,52.360657,4.852284,0
1362,52.340917,4.802102,2258
1363,52.361922,4.824727,2258
1364,52.401817,4.908315,2258
1365,52.299068,4.998333,2258
1366,52.293463,4.970444,2258
1367,52.355745,4.990718,2258
1368,52.352605,4.862493,2880
1370,52.354994,4.878699,720
1371,52.30018,4.992239,2258
1373,52.417314,4.889392,27360
1375,52.294506,4.970522,960
1377,52.343364,4.813663,2258
1378,52.339355,4.895562,3840
1380,52.382658,4.804431,2258
1381,52.391031,4.926324,2258
1382,52.351582,4.80704,2258
1383,52.36167,4.933646,7920
1384,52.423009,4.893047,2258
1385,52.386249,4.919352,1440
1387,52.348079,4.869489,0
1388,52.292192,4.979514,2880
1389,52.360073,4.821433,2258
1390,52.349237,4.812604,2258
1391,52.324782,4.985038,2258
1393,52.338685,4.898871,2258
1394,52.350506,4.771785,0
1395,52.345368,4.786414,2258
1396,52.347935,4.937866,1
1397,52.389099,4.957398,2258
1398,52.354873,4.820296,2258
1399,52.325535,4.86271,2258
1400,52.357352,4.98743,2258
1401,52.4019,4.920201,2258
1402,52.42215,4.885295,2258
1404,52.361297,4.976839,1440
1405,52.37277,4.940684,2258
1408,52.348719,4.815179,2258
1409,52.323767,4.964498,2258
1411,52.380179,4.81025,2258
1413,52.361995,4.975893,2258
1414,52.345083,4.951557,2258
1415,52.402444,4.91902,2258
1416,52.407714,4.929163,2258
1417,52.353148,4.993368,2258
1418,52.41838,4.877885,2258
1419,52.331007,4.866416,2258
1420,52.346319,4.878168,2258
1422,52.380075,4.811059,0
1423,52.325065,4.864153,2258
1425,52.289308,4.974836,2258
1427,52.374581,4.946745,2258
1428,52.350958,4.77059,0
1429,52.361482,4.824733,2258
1431,52.320165,4.980592,0
1432,52.41486,4.882893,2258
1433,52.369638,4.862894,3120
1434,52.384297,4.964348,2258
1437,52.34491,4.79185,2258
1438,52.417058,4.896994,2258
1439,52.321107,4.985262,2258
1440,52.385086,4.86869,15360
1441,52.300944,4.997774,2258
1442,52.297408,4.993832,2258
1443,52.372977,4.943237,2258
1444,52.343042,4.810321,2258
1445,52.368266,4.830006,4080
1446,52.347431,4.782028,2258
1447,52.351781,4.881774,5760
1448,52.351339,4.774856,2258
1449,52.352361,4.813752,0
1451,52.352091,4.821168,2258
1452,52.416355,4.881553,2258
1453,52.418255,4.897422,2258
1455,52.331281,4.861425,2258
1456,52.419727,4.90136,2258
1457,52.291336,4.976429,2258
1458,52.348428,4.808901,2258
1459,52.322314,4.980939,2258
1460,52.405806,4.914767,2258
1461,52.360645,4.857686,1200
1462,52.351273,4.846217,2880
1464,52.36197,4.979035,2258
1467,52.343476,4.825915,2258
1468,52.408084,4.932025,2258
1469,52.401936,4.945959,2258
1470,52.353053,4.866246,3840
1471,52.325635,4.984928,2258
1472,52.342367,4.804651,2258
1473,52.295758,4.994946,720
1474,52.36953,4.862807,2880
1475,52.386632,4.948873,2258
1476,52.399456,4.913644,2258
1477,52.379105,4.796606,2258
1479,52.343423,4.807293,960
1480,52.421258,4.897756,2258
1481,52.351128,4.996821,2258
1483,52.353314,4.93649,2880
1484,52.40707,4.923042,2258
1487,52.304781,4.966012,2880
1488,52.323362,4.857206,2258
1489,52.326359,4.983645,2258
1490,52.366653,4.831113,2258
1491,52.367834,4.831935,2258
1492,52.326553,4.979844,2258
1493,52.365031,4.828226,5520
1494,52.361984,4.824433,2258
1495,52.291893,4.979033,2258
1496,52.32438,4.964976,2258
1497,52.326419,4.982853,2258
1498,52.422549,4.884114,2258
1499,52.324553,4.983926,2258
1500,52.352316,4.802789,2258
1501,52.422964,4.892886,2258
1502,52.351842,4.773014,2258
1503,52.385644,4.920916,2258
1504,52.353552,4.94004,0
1505,52.380867,4.800298,4560
1506,52.358715,4.941221,720
1507,52.422175,4.902053,2258
1508,52.315813,4.969794,1440
1509,52.407875,4.924253,2258
1510,52.352937,4.821348,2258
1511,52.300811,4.99002,2258
1512,52.305435,4.967839,2258
1513,52.402081,4.920508,2258
1516,52.328469,4.98037,2258
1517,52.362769,4.932005,3840
1519,52.402094,4.919229,2258
1520,52.352093,4.823457,2258
1523,52.379522,4.87463,1920
1524,52.366359,4.954476,8160
1526,52.362336,4.840196,1440
1527,52.34958,5.001707,3600
1528,52.339197,4.898674,2258
1529,52.326173,4.981711,2258
1530,52.349077,4.78949,2258
1531,52.351003,4.884807,3840
1532,52.344836,4.815141,2258
1534,52.353357,4.782798,0
1535,52.293241,4.994939,2258
1536,52.343229,4.80442,3360
1537,52.359156,4.92501,720
1538,52.370251,4.873679,1680
1539,52.383302,4.86968,12960
1540,52.294637,4.972074,2258
1541,52.375121,4.820155,2258
1542,52.350234,4.812473,2258
1543,52.402819,4.920676,2258
1544,52.351628,4.940015,1440
1546,52.349231,4.78962,2258
1547,52.38719,4.94919,2258
1548,52.350266,4.77239,0
1549,52.349619,4.779429,2258
1550,52.343706,4.948386,2258
1551,52.344196,4.826111,2258
1552,52.361582,4.981123,1440
1553,52.330593,4.860303,2258
1555,52.347033,4.819779,2258
1556,52.346289,4.785507,2258
1557,52.361863,4.93012,1920
1558,52.355082,4.787824,2258
1559,52.374322,4.947232,2258
1560,52.296635,4.98047,2258
1561,52.350215,4.831245,4080
1562,52.32566,4.984224,2258
1563,52.418222,4.882958,2258
1564,52.343388,4.791342,2258
1567,52.361943,4.823347,2258
1569,52.356141,4.998978,2258
1570,52.353787,4.851574,960
1571,52.303181,4.968388,2258
1572,52.349418,4.775205,2258
1573,52.366413,4.829853,2258
1574,52.353244,4.856615,2880
1575,52.347915,4.780025,2258
1576,52.349034,4.779203,2258
1577,52.341257,4.903611,3840
1578,52.345682,4.886833,2258
1579,52.350035,4.814193,2258
1580,52.345226,4.793915,2258
1582,52.32445,4.871612,2258
1583,52.347612,4.813036,2258
1584,52.351801,4.853564,720
1585,52.323464,4.878312,2258
1586,52.41944,4.897085,2258
1587,52.323971,4.963806,2258
1588,52.42133,4.89774,2258
1589,52.326795,4.865292,2258
1590,52.343156,4.924458,2258
1591,52.362418,4.852233,0
1592,52.366356,4.953874,13200
1593,52.347497,5.005115,2258
1595,52.342599,4.809711,2880
1596,52.34438,4.902374,5040
1598,52.289496,4.976959,2258
1599,52.37248,4.949732,9600
1600,52.386658,4.948549,2258
1601,52.386953,4.948355,2258
1603,52.338441,4.896173,2258
1604,52.391152,4.994809,2258
1606,52.352928,4.814024,2258
1610,52.324631,4.861547,2258
1611,52.362748,4.983241,2258
1612,52.353305,4.788303,2258
1613,52.402417,4.919108,2258
1614,52.34527,4.78665,2258
1615,52.353503,4.874621,2258
1616,52.382471,4.790304,2258
1617,52.353671,4.991367,2258
1618,52.354723,4.994073,2258
1620,52.347791,4.780438,2258
1621,52.348487,4.789968,0
1622,52.347299,4.8782,1920
1623,52.356825,4.993923,2258
1624,52.344738,4.793437,2258
1625,52.352029,4.774318,2258
1626,52.348027,4.818915,2258
1627,52.381902,4.836151,2258
1628,52.331002,4.865345,2258
1630,52.402128,4.907518,2258
1631,52.411373,4.904449,2258
1632,52.347982,4.818916,2258
1633,52.299339,4.969788,2258
1636,52.300797,4.97297,2258
1637,52.360954,4.862424,720
1638,52.32355,4.964192,2258
1640,52.355403,5.00148,2258
1641,52.399976,4.953105,2258
1642,52.320312,4.958473,2258
1644,52.38242,4.873553,720
1645,52.303451,5.019861,2258
1646,52.374229,4.819593,2258
1647,52.344001,4.800609,2258
1648,52.294478,4.972765,2258
1649,52.389703,4.906418,2258
1650,52.357615,4.919213,21360
1651,52.410235,4.898892,1440
1653,52.394863,4.929369,2258
1654,52.401912,4.918629,2258
1657,52.32682,4.981925,2258
1658,52.361756,4.944464,1440
1662,52.399674,4.918755,2258
1663,52.300406,4.992545,2258
1664,52.351796,4.881202,5280
1665,52.368822,4.831761,2258
1666,52.347916,4.803595,2258
1667,52.347043,4.819926,2258
1668,52.421743,4.891047,2258
1670,52.408516,4.929816,2258
1672,52.3906,4.950141,2258
1673,52.328766,4.857802,2258
1674,52.374804,4.948784,2258
1675,52.362826,4.8257,2258
1677,52.34683,4.879923,2258
1678,52.350442,4.935345,2258
1679,52.378339,4.857035,1680
1680,52.315746,4.968578,2258
1681,52.32735,4.979016,2880
1683,52.395953,4.939672,40800
1684,52.380879,4.801047,5520
1685,52.351391,4.885257,7680
1686,52.354766,4.783997,960
1687,52.325253,4.983362,2258
1688,52.409805,4.890461,2258
1691,52.373781,4.860804,1440
1692,52.342496,4.949484,52800
1693,52.323371,4.96456,2258
1694,52.393158,4.925479,2258
1696,52.370877,4.941686,720
1697,52.345918,4.7867,2258
1698,52.321725,4.944438,3120
1699,52.344034,4.805524,2258
1700,52.304872,4.96629,2258
1701,52.370741,4.941497,2258
1702,52.39446,4.92977,2258
1704,52.379694,4.810403,2258
1705,52.367659,4.850555,1440
1706,52.355797,4.998086,2258
1707,52.3458,4.786585,2258
1708,52.360113,4.990796,2258
1709,52.42245,4.890289,3840
1710,52.361852,4.823246,2258
1711,52.306648,5.019248,2258
1712,52.390546,4.940461,2258
1713,52.32599,4.983634,2258
1714,52.380409,4.811407,2258
1715,52.353352,4.778277,2258
1716,52.295321,4.969737,2258
1718,52.355395,4.81477,2258
1719,52.369269,4.833092,2258
1720,52.407147,4.928919,2258
1721,52.409841,4.890519,2258
1722,52.303344,4.968841,2258
1723,52.310064,4.972986,2258
1724,52.350087,4.885125,3600
1725,52.401871,4.908329,2258
1726,52.370704,4.941204,2258
1728,52.360128,4.981871,2258
1729,52.349374,4.789516,2258
1730,52.40755,4.928665,2258
1735,52.402129,4.919082,2258
1736,52.353668,4.861013,2258
1737,52.361962,4.934891,12960
1739,52.301229,4.967996,2258
1740,52.352859,4.771576,2258
1741,52.354851,4.920417,1440
1742,52.357964,4.907775,1440
1743,52.351503,4.998769,1920
1744,52.323594,4.870947,2258
1745,52.367435,4.831089,2258
1746,52.42033,4.905969,2258
1747,52.347638,4.814767,2258
1749,52.382831,4.856614,1680
1751,52.35162,4.921464,2258
1754,52.385851,4.916331,1200
1755,52.373391,4.943335,2258
1756,52.381553,4.870494,5520
1757,52.420331,4.89953,2258
1758,52.381087,4.792261,2258
1759,52.347818,4.937691,0
1760,52.360736,4.824757,2258
1761,52.354864,4.778668,2258
1762,52.342368,4.804739,2258
1763,52.35032,4.815466,2258
1764,52.409234,4.929544,2258
1765,52.351576,4.99918,2258
1766,52.346745,4.81968,2258
1768,52.420299,4.900471,2258
1769,52.341733,4.869298,2258
1770,52.343197,4.863133,2258
1771,52.30543,4.969071,2258
1773,52.359466,4.820399,2258
1774,52.326653,4.977643,2258
1776,52.352336,4.997852,2258
1777,52.360339,4.82438,720
1778,52.352075,4.995212,2258
1779,52.348481,4.875208,2258
1781,52.361104,4.82647,2258
1782,52.353189,4.808487,2258
1783,52.379708,4.794982,2640
1785,52.342708,4.802621,2258
1786,52.352381,4.823601,2258
1787,52.360659,4.981969,2258
1788,52.29855,4.999495,2258
1791,52.352428,4.998468,2258
1792,52.3613,4.977588,2258
1793,52.361453,4.9356,14400
1794,52.326492,4.983233,2258
1795,52.351453,4.885066,3360
1796,52.350236,4.812943,2258
1797,52.324068,4.963248,2258
1798,52.354996,4.778064,2258
1800,52.352038,4.80652,2258
1801,52.343741,4.948327,2258
1802,52.299919,4.978827,960
1803,52.400021,4.948285,2258
1804,52.420524,4.896118,2258
1805,52.317603,4.952721,2258
1806,52.363281,4.93661,1440
1808,52.367513,4.864167,480
1809,52.408589,4.929918,2258
1810,52.350602,4.79967,2258
1811,52.409231,4.926385,720
1812,52.355371,4.882834,1440
1813,52.351615,4.781237,1920
1814,52.351208,4.938288,1920
1815,52.324641,4.965252,2258
1816,52.319388,4.966519,2258
1817,52.348977,4.814735,2258
1820,52.351211,4.885303,3840
1821,52.392015,4.994918,2258
1822,52.409479,4.925412,2258
1824,52.419819,4.89955,2258
1825,52.32595,4.982461,2258
1826,52.416138,4.883261,2258
1828,52.350739,4.789365,2258
1829,52.355152,4.993277,2258
1830,52.361105,4.826734,2258
1831,52.360234,4.821196,2258
1832,52.362293,4.823299,2258
1833,52.370638,4.86764,2880
1834,52.352648,4.997262,2258
1835,52.374337,4.821472,2258
1836,52.345048,4.792494,2258
1839,52.352565,4.880312,4560
1840,52.354032,4.936219,1200
1841,52.409796,4.896927,2258
1842,52.355477,4.926384,1920
1843,52.385688,4.91385,720
1844,52.320888,4.944167,5280
1845,52.348651,4.934703,2258
1846,52.408828,4.917689,2258
1847,52.361636,4.981255,2258
1850,52.383224,4.815498,2258
1851,52.403394,4.918378,2258
1853,52.352188,4.784253,1440
1854,52.354782,4.939778,1440
1855,52.374113,4.821724,2258
1857,52.369339,4.832709,2258
1858,52.3541,4.803705,2258
1860,52.410492,4.889292,2258
1861,52.304499,4.967525,2258
1862,52.32129,4.988928,2258
1863,52.350789,4.885308,3360
1864,52.358499,4.924738,8880
1865,52.330654,4.857794,2258
1866,52.360619,4.936093,2400
1867,52.378966,4.79229,2258
1868,52.346367,4.78326,2258
1870,52.354334,4.816589,2258
1871,52.346726,4.801072,2258
1873,52.339466,4.898613,2258
1874,52.410593,4.894082,2258
1875,52.352815,4.771709,2258
1876,52.348912,4.77825,2258
1877,52.29365,4.969885,2258
1878,52.380193,4.81141,2258
1879,52.298034,4.995615,2258
1880,52.32161,4.962113,2258
1881,52.348632,4.819539,2258
1882,52.35264,4.817623,2258
1883,52.352731,4.846655,1920
1884,52.408032,4.900709,2258
1886,52.362346,4.823048,2258
1887,52.353785,5.001377,11520
1888,52.353316,4.778249,1920
1889,52.327439,4.978736,1920
1890,52.342579,4.809403,2258
1891,52.38404,4.915278,720
1892,52.400945,4.912879,2258
1893,52.369438,4.832737,2258
1895,52.41339,4.883909,2258
1897,52.350377,4.831243,4560
1898,52.345745,4.800615,2258
1899,52.298797,4.995242,0
1900,52.383741,4.837553,2258
1901,52.356551,4.995173,2258
1903,52.342984,4.873877,2258
1904,52.361542,4.980023,2258
1905,52.349851,5.002218,2880
1906,52.35681,4.994686,2258
1907,52.370732,4.941438,2258
1910,52.352345,4.816071,2258
1911,52.36179,4.929798,1440
1912,52.30431,5.016042,2258
1913,52.361862,4.934451,11280
1914,52.351197,4.769985,0
1915,52.353106,4.777518,2258
1916,52.291625,4.979475,2258
1917,52.364398,4.987425,7200
1921,52.361179,4.943971,960
1922,52.348735,4.813006,2258
1924,52.299373,4.969201,2258
1926,52.343234,4.824157,2258
1927,52.294247,4.994666,2258
1928,52.361315,4.825513,2258
1929,52.320324,4.944774,1920
1930,52.350319,4.815334,2258
1931,52.348262,4.784585,2258
1932,52.321394,4.944749,2880
1933,52.359463,4.819811,4320
1935,52.320479,4.96252,2258
1938,52.35032,4.81733,2258
1940,52.348518,4.935174,2258
1941,52.381158,4.856399,480
1942,52.343101,4.803922,2258
1943,52.31966,4.962249,2258
1944,52.372284,4.947957,3120
1945,52.383091,4.78868,2258
1946,52.321102,4.989061,2258
1947,52.373928,4.820478,2258
1949,52.338442,4.89858,2258
1950,52.323373,4.962389,2258
1951,52.328514,4.980486,2258
1952,52.380791,4.799579,1680
1953,52.407367,4.923274,2258
1954,52.384803,4.873908,720
1955,52.406987,4.922514,2258
1956,52.420945,4.902493,2258
1957,52.372378,4.951378,2258
1958,52.342572,4.806028,2258
1959,52.35148,4.864312,2258
1961,52.354316,4.82042,2258
1962,52.345835,4.802595,2258
1963,52.407404,4.966905,1920
1964,52.362583,4.858911,1440
1966,52.32893,4.981084,2258
1968,52.336714,4.904556,2258
1969,52.344206,4.826214,2258
1971,52.372731,4.833504,2160
1972,52.348138,4.784997,2258
1973,52.323407,4.861224,2258
1974,52.357919,4.90779,1440
1975,52.347201,4.813569,2258
1976,52.361415,4.977132,2258
1978,52.300674,4.9976,2258
1979,52.341825,4.910575,1440
1980,52.416618,4.875774,2258
1981,52.408455,4.93255,2258
1982,52.351692,4.921624,2258
1983,52.344018,4.947899,2258
1984,52.389071,4.954813,2258
1986,52.348135,4.81344,2258
1987,52.362546,4.932389,4320
1988,52.344995,4.805365,2258
1989,52.330974,4.862983,2258
1990,52.355661,4.992318,2258
1992,52.315937,4.969133,2258
1993,52.299879,4.993722,2258
1995,52.299926,4.996859,2258
1996,52.409473,4.926118,2258
1997,52.34875,4.781599,5040
1998,52.364842,4.830108,3360
1999,52.350205,4.936698,2258
2003,52.345274,4.886207,2258
2005,52.407997,4.930409,2258
2006,52.346917,5.006265,2258
2007,52.352097,4.999028,2258
2009,52.343757,4.796679,2258
2010,52.40807,4.923546,2258
2012,52.361315,4.825601,2258
2013,52.326858,4.977128,2258
2016,52.348969,4.813003,2258
2017,52.381972,4.853584,2400
2018,52.348484,4.789469,2258
2019,52.338434,4.8988,2258
2020,52.293055,4.9669,2258
2021,52.373885,4.943345,2258
2022,52.354359,4.812508,2258
2023,52.323619,4.87256,2258
2025,52.388557,4.88801,5280
2027,52.321308,4.965621,2880
2028,52.362198,4.979885,2258
2029,52.34793,4.815644,2258
2030,52.345071,4.8008,2258
2031,52.328559,4.980589,2258
2032,52.299926,4.997035,2258
2033,52.345223,4.886736,2258
2034,52.300383,4.996694,2258
2035,52.340899,4.802234,2258
2036,52.350229,4.884566,2400
2037,52.299085,4.969057,2258
2038,52.350889,4.799505,2258
2039,52.300934,4.997525,2258
2040,52.405911,4.913928,2258
2041,52.328002,4.980506,2258
2042,52.423289,4.891206,2258
2043,52.32574,4.98412,2258
2045,52.407636,4.934616,2258
2046,52.379619,4.855903,1440
2050,52.344593,4.82075,2258
2051,52.409124,4.931294,2258
2052,52.402009,4.920406,2258
2053,52.321388,4.962892,2258
2054,52.330851,4.865875,2258
2056,52.343845,4.807288,2258
2057,52.365517,4.926735,10560
2058,52.374463,4.821558,2258
2059,52.297736,4.99509,2258
2060,52.30109,4.990267,2258
2061,52.298553,4.992254,2258
2064,52.35395,4.940741,0
2065,52.352266,4.87763,720
2066,52.407095,4.922601,2258
2067,52.364491,4.828233,3840
2068,52.423685,4.891364,2258
2069,52.374376,4.820296,0
2070,52.318573,4.967495,2258
2071,52.344783,4.793481,2258
2072,52.352752,4.773383,2258
2074,52.408794,4.931915,2258
2075,52.382259,4.869707,2160
2076,52.326677,4.864897,2258
2077,52.34339,4.808027,2258
2078,52.298547,4.998484,2258
2079,52.301091,4.990428,2258
2080,52.352646,4.772123,2258
2081,52.417941,4.904172,2258
2082,52.3457,4.784605,2258
2083,52.346986,4.808098,2258
2084,52.372381,4.81668,2258
2085,52.402232,4.920051,2258
2086,52.379,4.85406,2400
2087,52.40862,4.928669,2258
2088,52.413611,4.880761,2258
2090,52.373808,4.819922,2258
2092,52.417802,4.903086,2258
2093,52.361956,4.977567,2258
2094,52.322222,4.980163,2258
2095,52.407318,4.924288,2258
2096,52.368698,4.832189,2258
2097,52.300189,4.97126,2258
2098,52.38246,4.791773,2258
2099,52.407279,4.93534,2258
2100,52.358994,4.819465,2258
2101,52.298555,4.992855,2258
2102,52.407585,4.901272,2258
2103,52.402031,4.91466,2258
2104,52.373054,4.805174,2258
2105,52.343518,4.802816,2258
2106,52.34965,4.778343,2258
2108,52.295484,4.97,2258
2109,52.379436,4.796322,1440
2110,52.352175,4.881447,7200
2114,52.297604,4.990532,2258
2116,52.344758,4.808376,2258
2117,52.351354,4.884891,7680
2118,52.373917,4.796307,2258
2119,52.384578,4.879947,720
2120,52.3573,4.988047,2258
2122,52.408937,4.931664,2258
2125,52.351095,4.7994,2258
2126,52.344449,4.826401,2258
2129,52.348093,4.79216,2258
2131,52.343873,4.803897,2258
2133,52.321555,4.944601,2880
2134,52.387939,4.949859,2258
2135,52.326352,4.978995,2258
2139,52.304721,4.966878,2258
2141,52.349715,4.935529,2258
2142,52.383819,4.91174,2258
2143,52.344703,4.8044,2258
2144,52.289668,4.969732,2258
2145,52.342892,4.790894,2258
2146,52.353086,4.996348,2258
2147,52.352705,4.82364,2258
2148,52.323327,4.942676,5760
2149,52.361805,4.980666,2258
2151,52.359738,4.991504,2258
2152,52.321551,4.981181,2258
2153,52.343952,4.792685,2258
2154,52.324826,4.966776,2258
2155,52.328364,4.981207,2258
2156,52.374224,4.947527,2258
2157,52.35273,4.846479,960
2158,52.318017,4.991274,2258
2159,52.346228,4.875791,2258
2160,52.300178,4.99155,2258
2161,52.383588,4.835366,2258
2162,52.407404,4.935089,2258
2163,52.368213,4.832195,2258
2164,52.347069,4.781651,2258
2165,52.323632,4.88406,2258
2167,52.347299,4.924415,2258
2168,52.341762,4.869812,2258
2169,52.348773,4.815178,2258
2170,52.338946,4.898912,2258
2171,52.412188,4.890787,2258
2172,52.422593,4.885863,2258
2173,52.318557,4.955352,2160
2174,52.352557,4.876276,3840
2175,52.351455,4.781635,2258
2176,52.338874,4.894393,2258
2177,52.36079,4.824756,2258
2178,52.353013,4.871515,2258
2179,52.403902,4.917447,2258
2181,52.369503,4.833133,2258
2184,52.351667,4.940734,1440
2185,52.357363,4.987944,2258
2186,52.352261,4.820989,2258
2189,52.32901,4.980981,2258
2190,52.343454,4.813662,2258
2191,52.323241,4.978657,2258
2192,52.389613,4.958024,2258
2194,52.38294,4.835359,2258
2195,52.349384,4.77911,2258
2196,52.303773,4.968001,2258
2197,52.292077,4.977624,2258
2199,52.385704,4.922428,2258
2200,52.327141,4.978357,2258
2201,52.348094,4.785247,2258
2202,52.351979,4.879908,6720
2203,52.320378,4.961758,2258
2205,52.349415,4.778097,2258
2206,52.347568,4.93809,2258
2207,52.327276,4.981246,2258
2208,52.365048,4.830105,6480
2209,52.296581,4.996332,2258
2210,52.293003,4.993549,2258
2212,52.41907,4.896722,2258
2214,52.320771,4.989548,2258
2216,52.341879,4.869796,2258
2217,52.327568,4.982505,2258
2218,52.346393,4.782952,4320
2220,52.36904,4.832287,2258
2223,52.345169,4.886736,2258
2224,52.374777,4.819601,0
2225,52.381169,4.829433,2400
2226,52.296634,4.980309,2258
2227,52.353403,4.779466,2258
2228,52.405792,4.908904,2258
2229,52.352215,4.880463,6720
2230,52.303963,4.968557,2258
2231,52.373664,4.819894,2258
2232,52.323806,4.9783,2258
2233,52.386918,4.948429,2258
2234,52.350441,4.787212,2258
2235,52.380866,4.800063,5760
2236,52.357553,4.921768,2258
2237,52.36034,4.824615,2258
2238,52.365934,4.934513,720
2239,52.326633,4.979756,2258
2240,52.353723,4.801977,2258
