MEETVERANTWOORDELIJKE,NETBEHEERDER,NETGEBIED,STRAATNAAM,POSTCODE_VAN,POSTCODE_TOT,WOONPLAATS,LANDCODE,PRODUCTSOORT,VERBRUIKSSEGMENT,Aantal Aansluitingen,%Leveringsrichting,%Fysieke status,%Defintieve aansl (NRM),%Soort aansluiting,Soort aansluiting Naam,SJV,%SJV laag tarief,%Slimme Meter,Gemiddeld aantal telwielen,longitude,latitude
Liander N.V.,Liander N.V. (NW),,Kloveniersburgwal,1011KC,1011KC,AMSTERDAM,NL,ELK,KVB,29,1.0,0.8966,1.0,0.48,1x25,3501,0.7931,0.7585999999999999,1,52.36853076,4.896935276
,Liander N.V. (NW),,Kloveniersburgwal,1011KD,1011KD,AMSTERDAM,NL,ELK,KVB,23,1.0,0.7391,1.0,0.43,1x35,8376,0.9129999999999999,0.6522,2,52.36817025,4.896549146
Liander N.V.,Liander N.V. (NW),,Kloveniersburgwal,1011KE,1011KE,AMSTERDAM,NL,ELK,KVB,11,1.0,0.6364,1.0,0.55,3x25,9707,0.4545,0.3636,1,52.3679106,4.896321748
,Liander N.V. (NW),,Raamgracht,1011KH,1011KH,AMSTERDAM,NL,ELK,KVB,21,1.0,0.9048,1.0,0.48,1x25,2913,0.7143,0.7143,1,52.36996779,4.89878777
Liander N.V.,Liander N.V. (NW),,Raamgracht,1011KJ,1011KJ,AMSTERDAM,NL,ELK,KVB,38,0.9737,0.9473999999999999,1.0,0.58,1x25,2147,0.5789,0.5789,1,52.36981214,4.899536162
,Liander N.V. (NW),,Raamgracht,1011KK,1011KK,AMSTERDAM,NL,ELK,KVB,43,1.0,0.7442,1.0,0.49,1x25,3835,0.3488,0.04650000000000001,1.1,52.36951035,4.89937934
,Liander N.V. (NW),,Raamgracht AB,1011KL,1011KM,AMSTERDAM,NL,ELK,KVB,16,1.0,0.875,1.0,0.38,3x25,4526,0.6875,0.625,1,52.36781513,4.896590892
,Liander N.V. (NW),,'s-Gravelandse Veer,1011KN,1011KN,AMSTERDAM,NL,ELK,KVB,22,0.9545,0.9545,1.0,0.55,1x25,2110,0.6364,0.6818000000000001,1,52.36783611,4.896932527
Liander N.V.,Liander N.V. (NW),,Oudeschans,1011KP,1011KP,AMSTERDAM,NL,ELK,KVB,33,1.0,0.7273000000000001,1.0,0.48,3x25,2802,0.2121,0.2121,1,52.37157042,4.906163417
Liander N.V.,Liander N.V. (NW),,Oudeschans,1011KR,1011KR,AMSTERDAM,NL,ELK,KVB,24,1.0,0.8332999999999999,1.0,0.5,1x25,2222,0.4583,0.4583,1,52.37140954,4.905758858
,Liander N.V. (NW),,Oudeschans,1011KS,1011KS,AMSTERDAM,NL,ELK,KVB,15,1.0,1.0,1.0,0.47,1x25,2684,0.5333,0.5333,1,52.37126103,4.90538154
,Liander N.V. (NW),,Oudeschans,1011KT,1011KT,AMSTERDAM,NL,ELK,KVB,29,1.0,1.0,1.0,0.62,1x25,2823,0.8621,0.8621,1,52.37105528,4.904962922
,Liander N.V. (NW),,Oudeschans,1011KV,1011KW,AMSTERDAM,NL,ELK,KVB,92,0.9891,0.9673999999999999,1.0,0.35,1x35,2509,0.3261,0.3043,1.1,52.37035494,4.903349153
Liander N.V.,Liander N.V. (NW),,Oudeschans,1011KX,1011KZ,AMSTERDAM,NL,ELK,KVB,44,1.0,0.8409,1.0,0.43,1x25,3706,0.3636,0.2955,1,52.37204525,4.904829914
,Liander N.V. (NW),,Oudeschans,1011LA,1011LA,AMSTERDAM,NL,ELK,KVB,12,1.0,0.9167000000000001,1.0,0.5,1x35,1921,0.4167,0.4167,1,52.37179437,4.904644678
,Liander N.V. (NW),,Oudeschans,1011LB,1011LB,AMSTERDAM,NL,ELK,KVB,29,1.0,0.9655,1.0,0.52,1x25,3242,0.37929999999999997,0.3103,1.1,52.37147889,4.903958211
,Liander N.V. (NW),,Oudeschans,1011LC,1011LC,AMSTERDAM,NL,ELK,KVB,14,1.0,1.0,1.0,0.57,1x35,2985,0.8571,0.8571,1,52.37128245,4.903521275
,Liander N.V. (NW),,Oudeschans,1011LD,1011LD,AMSTERDAM,NL,ELK,KVB,50,0.98,1.0,1.0,0.56,1x25,2820,0.6,0.58,1,52.37100093,4.902884094
Liander N.V.,Liander N.V. (NW),,Oudeschans,1011LE,1011LE,AMSTERDAM,NL,ELK,KVB,44,1.0,0.9545,1.0,0.41,1x25,2338,0.1364,0.11359999999999999,1,52.37065434,4.90201236
,Liander N.V. (NW),,Oostersekade,1011LH,1011LH,AMSTERDAM,NL,ELK,KVB,20,1.0,1.0,1.0,0.7,1x25,2278,0.1,0.05,1.1,52.37158487,4.90656185
,Liander N.V. (NW),,Nieuwe Batavierstraat,1011LJ,1011LJ,AMSTERDAM,NL,ELK,KVB,16,1.0,1.0,1.0,1.0,1x25,2483,0.25,0.25,1,52.37065931,4.904282652
,Liander N.V. (NW),,Nieuwe Batavierstraat,1011LK,1011LL,AMSTERDAM,NL,ELK,KVB,32,1.0,1.0,1.0,0.63,1x35,2695,0.125,0.0,1.1,52.36999787,4.902720426
,Liander N.V. (NW),,Nieuwe Uilenburgerstraat,1011LM,1011LM,AMSTERDAM,NL,ELK,KVB,122,1.0,0.9836,1.0,0.45,1x25,3212,0.5246,0.4836,1.1,52.37097589,4.906839685
,Liander N.V. (NW),,Nieuwe Uilenburgerstraat,1011LN,1011LP,AMSTERDAM,NL,ELK,KVB,17,1.0,0.8824,1.0,0.71,1x25,2010,0.1176,0.0588,1,52.37134051,4.906715225
,Liander N.V. (NW),,Nieuwe Uilenburgerstraat,1011LR,1011LR,AMSTERDAM,NL,ELK,KVB,14,1.0,1.0,1.0,0.5,1x35,2048,0.5714,0.5,1.1,52.37118963,4.90635435
,Liander N.V. (NW),,Nieuwe Uilenburgerstraat,1011LS,1011LS,AMSTERDAM,NL,ELK,KVB,13,1.0,1.0,1.0,1.0,1x25,1379,0.0,0.0,1,52.37104632,4.906002048
,Liander N.V. (NW),,Nieuwe Uilenburgerstraat,1011LT,1011LT,AMSTERDAM,NL,ELK,KVB,14,1.0,0.9286,1.0,0.71,1x25,1641,0.1429,0.07139999999999999,1,52.37089437,4.905650585
,Liander N.V. (NW),,Nieuwe Uilenburgerstraat,1011LV,1011LV,AMSTERDAM,NL,ELK,KVB,16,1.0,1.0,1.0,0.75,1x25,1984,0.25,0.1875,1.1,52.37074597,4.905292587
,Liander N.V. (NW),,Nieuwe Uilenburgerstraat,1011LW,1011LW,AMSTERDAM,NL,ELK,KVB,32,1.0,0.9688,1.0,0.88,1x25,1433,0.0313,0.0,1,52.3705569,4.90483117
,Liander N.V. (NW),,Nieuwe Uilenburgerstraat,1011LX,1011LX,AMSTERDAM,NL,ELK,KVB,10,1.0,0.8,1.0,0.6,3x25,10640,0.4,0.1,1.3,52.37007067,4.903677945
Liander N.V.,Liander N.V. (NW),,Valkenburgerstraat,1011LZ,1011LZ,AMSTERDAM,NL,ELK,KVB,94,1.0,0.8511,1.0,0.53,1x35,3801,0.15960000000000002,0.0745,1.1,52.37033078,4.908168832
Liander N.V.,Liander N.V. (NW),,Nieuwmarkt,1011MA,1011MB,AMSTERDAM,NL,ELK,KVB,43,1.0,0.9301999999999999,1.0,0.91,1x25,2405,0.7209,0.6977,1,52.37201443,4.900852695
,Liander N.V. (NW),,Krom Boomssloot,1011MC,1011MG,AMSTERDAM,NL,ELK,KVB,44,1.0,1.0,1.0,0.45,1x35,3317,0.2727,0.2045,1.1,52.36974631,4.908005875
Liander N.V.,Liander N.V. (NW),,Valkenburgerstraat,1011MH,1011MH,AMSTERDAM,NL,ELK,KVB,48,1.0,0.9792000000000001,1.0,0.56,3x25,3450,0.0625,0.0208,1,52.36933111,4.906912918
,Liander N.V. (NW),,Valkenburgerstraat,1011MJ,1011MJ,AMSTERDAM,NL,ELK,KVB,32,1.0,1.0,1.0,0.47,3x25,6936,0.1875,0.0313,1.2,52.36891508,4.905784771
,Liander N.V. (NW),,Rapenburgerstraat,1011MK,1011MK,AMSTERDAM,NL,ELK,KVB,55,1.0,1.0,1.0,0.75,1x35,2286,0.0545,0.0364,1,52.36950113,4.90842307
,Liander N.V. (NW),,Rapenburgerstraat,1011ML,1011ML,AMSTERDAM,NL,ELK,KVB,44,1.0,1.0,1.0,0.89,1x35,2313,0.0455,0.0227,1,52.369028,4.90729056
,Liander N.V. (NW),,Rapenburgerstraat,1011MN,1011MN,AMSTERDAM,NL,ELK,KVB,65,0.9845999999999999,1.0,1.0,0.8,1x35,2536,0.07690000000000001,0.07690000000000001,1,52.3686256,4.906187723
,Liander N.V. (NW),,Anne Frankstraat,1011MP,1011MP,AMSTERDAM,NL,ELK,KVB,22,1.0,1.0,1.0,0.59,1x35,2797,0.0,0.0,1,52.36981126,4.908637768
,Liander N.V. (NW),,Koerierstersplein,1011MR,1011MR,AMSTERDAM,NL,ELK,KVB,18,1.0,1.0,1.0,0.56,1x35,2764,0.0,0.0,1,52.36948922,4.907649725
,Liander N.V. (NW),,Februariplein,1011MT,1011MT,AMSTERDAM,NL,ELK,KVB,18,1.0,1.0,1.0,0.67,1x35,2848,0.11109999999999999,0.0556,1.1,52.36903425,4.906520772
,Liander N.V. (NW),,Markenplein,1011MV,1011MV,AMSTERDAM,NL,ELK,KVB,27,1.0,1.0,1.0,0.67,1x35,2210,0.11109999999999999,0.11109999999999999,1,52.36869524,4.905556823
,Liander N.V. (NW),,Uilenburgerwerf,1011MX,1011MX,AMSTERDAM,NL,ELK,KVB,38,1.0,1.0,1.0,0.92,1x35,2272,0.0526,0.0263,1,52.37013841,4.904860703
,Liander N.V. (NW),,Uilenburgerwerf,1011MZ,1011MZ,AMSTERDAM,NL,ELK,KVB,32,1.0,0.9688,1.0,0.97,1x35,3099,0.0625,0.0313,1,52.37000166,4.904681372
Liander N.V.,Liander N.V. (NW),,Valkenburgerstraat,1011NA,1011NA,AMSTERDAM,NL,ELK,KVB,100,1.0,0.77,1.0,0.58,3x25,4528,0.63,0.51,1,52.36974883,4.906517947
,Liander N.V. (NW),,Valkenburgerstraat,1011NB,1011NB,AMSTERDAM,NL,ELK,KVB,23,1.0,0.9565,1.0,0.43,1x25,4634,0.5217,0.4783,1.1,52.36944174,4.905965649
Liander N.V.,Liander N.V. (NW),,Valkenburgerstraat,1011NC,1011NC,AMSTERDAM,NL,ELK,KVB,107,1.0,0.8598,1.0,0.91,3x25,3880,0.056100000000000004,0.027999999999999997,1,52.36935606,4.905276034
Liander N.V.,Liander N.V. (NW),,Valkenburgerstraat,1011ND,1011ND,AMSTERDAM,NL,ELK,KVB,32,1.0,0.9375,1.0,0.41,3x25,5365,0.7813,0.6563,1.4,52.36910323,4.904911604
,Liander N.V. (NW),,Zakslootje,1011NE,1011NK,AMSTERDAM,NL,ELK,KVB,40,1.0,0.925,1.0,0.3,1x35,13291,0.425,0.3,1.2,52.36880936,4.902308329
Liander N.V.,Liander N.V. (NW),,Jodenbreestraat,1011NM,1011NS,AMSTERDAM,NL,ELK,KVB,77,1.0,0.9220999999999999,1.0,0.51,1x25,6172,0.7662,0.6753,1.2,52.36872395,4.902687577
Liander N.V.,Liander N.V. (NW),,Waterlooplein,1011NV,1011NV,AMSTERDAM,NL,ELK,KVB,43,1.0,0.9301999999999999,1.0,0.49,1x35,3775,0.2791,0.11630000000000001,1.2,52.36907075,4.901075159
,Liander N.V. (NW),,Waterlooplein,1011NX,1011PB,AMSTERDAM,NL,ELK,KVB,44,1.0,1.0,1.0,0.57,1x25,3002,0.7273000000000001,0.6591,1.3,52.36879561,4.901717004
Liander N.V.,Liander N.V. (NW),,Waterlooplein,1011PC,1011PG,AMSTERDAM,NL,ELK,KVB,182,0.9945,0.8956000000000001,1.0,0.49,1x25,6273,0.5385,0.48350000000000004,1.1,52.36741852,4.902413162
,Liander N.V. (NW),,Nieuwe Amstelstraat,1011PL,1011PL,AMSTERDAM,NL,ELK,KVB,49,1.0,0.9795999999999999,1.0,0.61,1x25,1706,0.5306000000000001,0.551,1,52.3668735,4.902850718
Liander N.V.,Liander N.V. (NW),,Nieuwe Amstelstraat,1011PM,1011PM,AMSTERDAM,NL,ELK,KVB,26,1.0,0.8462000000000001,1.0,0.73,1x25,4044,0.5,0.46149999999999997,1.1,52.36707927,4.902802662
Liander N.V.,Liander N.V. (NW),,Amstel,1011PN,1011PN,AMSTERDAM,NL,ELK,KVB,10,1.0,0.0,1.0,0.3,OBK,11964,0.3,0.0,,52.36764183,4.900331576
Liander N.V.,Liander N.V. (NW),,Amstel,1011PT,1011PT,AMSTERDAM,NL,ELK,KVB,28,1.0,0.7143,1.0,0.39,1x35,5772,0.2143,0.10710000000000001,1.1,52.36646146,4.901793191
Liander N.V.,Liander N.V. (NW),,Amstel,1011PV,1011PV,AMSTERDAM,NL,ELK,KVB,12,1.0,0.8332999999999999,1.0,0.42,1x35,2165,0.4167,0.3333,1,52.36639269,4.901828202
Liander N.V.,Liander N.V. (NW),,Amstel,1011PW,1011PW,AMSTERDAM,NL,ELK,KVB,17,1.0,0.8234999999999999,1.0,0.59,1x25,3684,0.4118,0.4118,1,52.36626496,4.901893668
,Liander N.V. (NW),,Muiderstraat,1011PZ,1011PZ,AMSTERDAM,NL,ELK,KVB,12,1.0,0.75,1.0,0.5,1x6,8190,0.16670000000000001,0.0,2,52.36791709,4.90610559
,Liander N.V. (NW),,Muiderstraat,1011RA,1011RA,AMSTERDAM,NL,ELK,KVB,16,1.0,0.9375,1.0,0.56,1x25,2553,0.0,0.0,1,52.36755727,4.90582017
,Liander N.V. (NW),,Muiderstraat,1011RB,1011RC,AMSTERDAM,NL,ELK,KVB,19,1.0,0.9473999999999999,1.0,0.47,1x25,5720,0.4211,0.31579999999999997,1.2,52.36736692,4.906369171
Liander N.V.,Liander N.V. (NW),,Mr. Visserplein,1011RD,1011RD,AMSTERDAM,NL,ELK,KVB,10,1.0,0.2,1.0,0.4,OBK,15358,0.3,0.2,,52.36789696,4.904473007
,Liander N.V. (NW),,Jonas Daniel Meijerplein,1011RE,1011RE,AMSTERDAM,NL,ELK,KVB,20,1.0,0.9,1.0,0.6,1x25,1886,0.0,0.0,1,52.36727614,4.905541017
,Liander N.V. (NW),,Jonas Daniel Meijerplein,1011RG,1011RG,AMSTERDAM,NL,ELK,KVB,22,1.0,0.9545,1.0,0.45,1x25,1523,0.1364,0.1364,1,52.3671541,4.905899432
,Liander N.V. (NW),,Jonas Daniel Meijerplein,1011RH,1011RH,AMSTERDAM,NL,ELK,KVB,25,1.0,0.96,1.0,0.64,1x25,2610,0.6,0.6,1,52.36678282,4.904245368
,Liander N.V. (NW),,Nieuwe Herengracht,1011RJ,1011RJ,AMSTERDAM,NL,ELK,KVB,10,1.0,1.0,1.0,0.5,3x25,1798,0.3,0.2,1.1,52.36618104,4.90208501
,Liander N.V. (NW),,Nieuwe Herengracht,1011RK,1011RK,AMSTERDAM,NL,ELK,KVB,16,1.0,1.0,1.0,0.44,1x35,2530,0.75,0.6875,1.2,52.36624707,4.902408278
,Liander N.V. (NW),,Nieuwe Herengracht,1011RL,1011RL,AMSTERDAM,NL,ELK,KVB,29,0.9655,1.0,1.0,0.59,1x25,1872,0.4828,0.4138,1.2,52.3663278,4.902776436
Liander N.V.,Liander N.V. (NW),,Nieuwe Herengracht,1011RM,1011RM,AMSTERDAM,NL,ELK,KVB,16,1.0,0.8125,1.0,0.5,1x35,4032,0.1875,0.125,1.1,52.36640471,4.903098762
,Liander N.V. (NW),,Nieuwe Herengracht,1011RN,1011RN,AMSTERDAM,NL,ELK,KVB,23,1.0,0.8261,1.0,0.48,1x25,6750,0.0435,0.0435,1,52.36646798,4.903649755
,Liander N.V. (NW),,Nieuwe Herengracht,1011RP,1011RS,AMSTERDAM,NL,ELK,KVB,23,1.0,0.9565,1.0,0.57,1x25,3727,0.1304,0.0435,1.1,52.36770404,4.907005034
,Liander N.V. (NW),,Nieuwe Herengracht,1011RT,1011RX,AMSTERDAM,NL,ELK,KVB,36,1.0,0.9722,1.0,0.69,1x25,3357,0.1389,0.0,1.1,52.36783725,4.907215678
,Liander N.V. (NW),,Nieuwe Herengracht,1011RZ,1011SB,AMSTERDAM,NL,ELK,KVB,24,1.0,1.0,1.0,0.42,1x25,5481,0.3333,0.16670000000000001,1.2,52.36827382,4.907883108
,Liander N.V. (NW),,Nieuwe Herengracht,1011SC,1011SC,AMSTERDAM,NL,ELK,KVB,13,1.0,1.0,1.0,0.69,1x25,2028,0.15380000000000002,0.07690000000000001,1.1,52.36856433,4.90835196
,Liander N.V. (NW),,Nieuwe Herengracht,1011SE,1011SG,AMSTERDAM,NL,ELK,KVB,24,1.0,0.8332999999999999,1.0,0.46,3x25,4192,0.16670000000000001,0.0833,1.1,52.36883949,4.908757822
,Liander N.V. (NW),,Nieuwe Herengracht,1011SK,1011SP,AMSTERDAM,NL,ELK,KVB,37,1.0,1.0,1.0,0.49,1x25,2595,0.1351,0.1081,1,52.36980754,4.910251114
Liander N.V.,Liander N.V. (NW),,Anne Frankstraat,1011SR,1011SR,AMSTERDAM,NL,ELK,KVB,20,1.0,0.95,1.0,0.85,1x35,1009,0.9,0.9,,52.36937139,4.90923272
,Liander N.V. (NW),,Anne Frankstraat,1011ST,1011ST,AMSTERDAM,NL,ELK,KVB,17,1.0,1.0,1.0,1.0,1x35,971,1.0,1.0,,52.36935877,4.909225514
,Liander N.V. (NW),,Anne Frankstraat,1011SV,1011SV,AMSTERDAM,NL,ELK,KVB,17,1.0,1.0,1.0,1.0,1x35,986,1.0,1.0,,52.36935877,4.909225514
,Liander N.V. (NW),,Anne Frankstraat,1011SW,1011SW,AMSTERDAM,NL,ELK,KVB,17,1.0,1.0,1.0,1.0,1x35,1048,1.0,1.0,,52.36935877,4.909225514
,Liander N.V. (NW),,Anne Frankstraat,1011SX,1011SX,AMSTERDAM,NL,ELK,KVB,17,1.0,1.0,1.0,1.0,1x35,933,1.0,1.0,,52.36935877,4.909225514
,Liander N.V. (NW),,Anne Frankstraat,1011SZ,1011SZ,AMSTERDAM,NL,ELK,KVB,17,1.0,1.0,1.0,1.0,1x35,884,1.0,1.0,,52.36936025,4.909218972
Liander N.V.,Liander N.V. (NW),,IJ-tunnel,1011TA,1011TB,AMSTERDAM,NL,ELK,KVB,72,0.9722,0.9028,1.0,0.56,3x25,2891,0.20829999999999999,0.1389,1.1,52.3720075,4.909008438
Liander N.V.,Liander N.V. (NW),,Prins Hendrikkade,1011TC,1011TC,AMSTERDAM,NL,ELK,KVB,55,1.0,0.8909,1.0,0.42,1x35,5475,0.14550000000000002,0.0364,1.1,52.37174328,4.909827352
Liander N.V.,Liander N.V. (NW),,Prins Hendrikkade,1011TD,1011TD,AMSTERDAM,NL,ELK,KVB,20,1.0,0.75,1.0,0.5,3x25,6422,0.3,0.25,1.1,52.37093164,4.911178704
,Liander N.V. (NW),,Prins Hendrikkade,1011TE,1011TE,AMSTERDAM,NL,ELK,KVB,46,1.0,0.8043,1.0,0.76,3x25,5775,0.6087,0.43479999999999996,1.1,52.37151987,4.909349071
,Liander N.V. (NW),,'s-Gravenhekje,1011TG,1011TG,AMSTERDAM,NL,ELK,KVB,25,1.0,0.92,1.0,0.4,3x25,3049,0.24,0.16,1.2,52.3721081,4.907519439
Liander N.V.,Liander N.V. (NW),,Peperstraat,1011TJ,1011TJ,AMSTERDAM,NL,ELK,KVB,28,1.0,0.9286,1.0,0.57,1x25,3353,0.4286,0.4286,1,52.37184049,4.908119235
,Liander N.V. (NW),,Anne Frankstraat,1011TK,1011TL,AMSTERDAM,NL,ELK,KVB,31,1.0,0.9677,1.0,0.71,1x25,2535,0.5161,0.45159999999999995,1.1,52.37189936,4.907881458
,Liander N.V. (NW),,Foeliestraat,1011TM,1011TM,AMSTERDAM,NL,ELK,KVB,30,1.0,0.7667,1.0,0.57,3x25,4227,0.5,0.4667,1.1,52.37127229,4.909813392
Liander N.V.,Liander N.V. (NW),,Foeliedwarsstraat,1011TN,1011TN,AMSTERDAM,NL,ELK,KVB,10,1.0,0.0,1.0,0.5,3x25,2079,0.1,0.0,,52.37070073,4.910661077
Liander N.V.,Liander N.V. (NW),,Foeliedwarsstraat,1011TP,1011TP,AMSTERDAM,NL,ELK,KVB,14,1.0,0.9286,1.0,0.71,1x25,2292,0.0,0.0,1,52.37055525,4.910935861
Liander N.V.,Liander N.V. (NW),,Schippersgracht,1011TR,1011TR,AMSTERDAM,NL,ELK,KVB,24,1.0,0.8332999999999999,1.0,0.5,1x25,2804,0.375,0.3333,1.1,52.37082938,4.911794792
Liander N.V.,Liander N.V. (NW),,Schippersgracht,1011TS,1011TS,AMSTERDAM,NL,ELK,KVB,21,1.0,0.7619,1.0,0.38,3x25,2737,0.1429,0.09519999999999999,1.1,52.37064801,4.911507555
Liander N.V.,Liander N.V. (NW),,Rapenburg,1011TT,1011TT,AMSTERDAM,NL,ELK,KVB,30,1.0,0.8667,1.0,0.47,1x35,3129,0.2667,0.23329999999999998,1.1,52.37186843,4.907650156
Liander N.V.,Liander N.V. (NW),,Rapenburg,1011TV,1011TV,AMSTERDAM,NL,ELK,KVB,81,0.9876999999999999,0.9383,1.0,0.52,1x35,2426,0.5679,0.5062,1.1,52.37121404,4.9090374
Liander N.V.,Liander N.V. (NW),,Rapenburg,1011TW,1011TW,AMSTERDAM,NL,ELK,KVB,21,1.0,0.8571,1.0,0.38,1x25,11285,0.1905,0.047599999999999996,1.2,52.37041188,4.91038342
Liander N.V.,Liander N.V. (NW),,Rapenburg,1011TX,1011TX,AMSTERDAM,NL,ELK,KVB,38,1.0,0.9737,1.0,0.5,1x35,2777,0.8158,0.8158,1,52.37184285,4.907389037
Liander N.V.,Liander N.V. (NW),,Rapenburg,1011TZ,1011TZ,AMSTERDAM,NL,ELK,KVB,95,1.0,0.9158,1.0,0.39,1x35,2371,0.0526,0.0316,1,52.37121676,4.908529472
Liander N.V.,Liander N.V. (NW),,Rapenburgerplein,1011VA,1011VA,AMSTERDAM,NL,ELK,KVB,14,1.0,0.8571,1.0,0.71,1x25,6950,0.8571,0.7857,2,52.37039524,4.91096848
,Liander N.V. (NW),,Rapenburgerplein,1011VB,1011VB,AMSTERDAM,NL,ELK,KVB,13,1.0,0.6154,1.0,0.46,1x25,2689,0.15380000000000002,0.15380000000000002,1,52.37030441,4.910751457
,Liander N.V. (NW),,Rapenburgerplein,1011VC,1011VK,AMSTERDAM,NL,ELK,KVB,58,0.9655,0.9309999999999999,1.0,0.83,1x25,2225,0.6034,0.5861999999999999,1,52.36908829,4.908166341
Liander N.V.,Liander N.V. (NW),,Rapenburgerstraat,1011VL,1011VL,AMSTERDAM,NL,ELK,KVB,48,1.0,0.9167000000000001,1.0,0.52,1x35,4379,0.4167,0.375,1,52.36885441,4.907579291
Liander N.V.,Liander N.V. (NW),,Rapenburgerstraat,1011VM,1011VM,AMSTERDAM,NL,ELK,KVB,40,1.0,0.9,1.0,0.58,1x35,5511,0.4,0.3,1,52.36841671,4.906539496
,Liander N.V. (NW),,Nieuwegrachtje,1011VP,1011VP,AMSTERDAM,NL,ELK,KVB,44,1.0,0.8864,1.0,0.68,1x25,1527,0.40909999999999996,0.40909999999999996,1,52.37067221,4.908567657
,Liander N.V. (NW),,A.S. Onderwijzerhof,1011VR,1011VR,AMSTERDAM,NL,ELK,KVB,11,1.0,1.0,1.0,1.0,1x35,1375,0.9091,0.9091,1,52.36707023,4.903403571
,Liander N.V. (NW),,A.S. Onderwijzerhof,1011VS,1011VS,AMSTERDAM,NL,ELK,KVB,22,1.0,1.0,1.0,0.95,1x35,2115,0.9545,0.9545,1,52.36685197,4.903618637
Liander N.V.,Liander N.V. (NW),,oosterdok 3 nst,1011VX,1011WB,AMSTERDAM,NL,ELK,KVB,48,1.0,0.75,1.0,0.4,1x25,5602,0.5,0.3958,1.1,52.37021718,4.900391809
,Liander N.V. (NW),,Pentagon,1011WC,1011WC,AMSTERDAM,NL,ELK,KVB,45,1.0,1.0,1.0,0.64,1x25,2098,0.5778,0.5556,1.1,52.36965228,4.900295494
Liander N.V.,Liander N.V. (NW),,Pentagon,1011WD,1011WD,AMSTERDAM,NL,ELK,KVB,35,1.0,0.9714,1.0,0.83,1x35,1822,0.2,0.1714,1,52.36977751,4.900598135
,Liander N.V. (NW),,Zuiderkerkhof,1011XA,1011XA,AMSTERDAM,NL,ELK,KVB,12,1.0,1.0,1.0,1.0,1x25,1763,1.0,1.0,,52.36993883,4.899940501
Liander N.V.,Liander N.V. (NW),,De Ruyterkade,1012AA,1012AA,AMSTERDAM,NL,ELK,KVB,25,1.0,0.16,1.0,0.24,3x25,15551,0.2,0.0,2,52.37943081,4.901488393
Liander N.V.,Liander N.V. (ZW),,Stationsplein,1012AB,1012AB,AMSTERDAM,NL,ELK,KVB,143,1.0,0.3357,1.0,0.28,1x6,2685,0.19579999999999997,0.07690000000000001,1.7,52.37873128,4.899693542
Liander N.V.,Liander N.V. (NW),,Prins Hendrikkade,1012AC,1012AC,AMSTERDAM,NL,ELK,KVB,30,1.0,0.8,1.0,0.33,3x25,13826,0.7,0.6,1.5,52.37648271,4.899271799
Liander N.V.,Liander N.V. (NW),,Prins Hendrikkade,1012AD,1012AD,AMSTERDAM,NL,ELK,KVB,11,1.0,0.3636,1.0,0.64,3x25,4184,0.3636,0.0,1.7,52.3764913,4.900492101
Liander N.V.,Liander N.V. (NW),,Prins Hendrikkade,1012AE,1012AE,AMSTERDAM,NL,ELK,KVB,53,1.0,0.7547,1.0,0.32,3x25,8459,0.5660000000000001,0.45280000000000004,1.4,52.37668425,4.901507335
Liander N.V.,Liander N.V. (NW),,Nieuwebrugsteeg,1012AG,1012AG,AMSTERDAM,NL,ELK,KVB,12,1.0,0.8332999999999999,1.0,0.33,3x25,11043,0.6667000000000001,0.4167,1.5,52.37614594,4.899842937
Liander N.V.,Liander N.V. (NW),,Nieuwebrugsteeg,1012AH,1012AH,AMSTERDAM,NL,ELK,KVB,14,1.0,0.7857,1.0,0.5,1x35,8540,0.7857,0.6429,1.3,52.37607683,4.899716596
,Liander N.V. (NW),,Sint Olofspoort,1012AJ,1012AJ,AMSTERDAM,NL,ELK,KVB,10,1.0,1.0,1.0,0.7,1x25,3713,0.2,0.1,1.2,52.37628849,4.899802419
,Liander N.V. (NW),,Sint Olofssteeg,1012AK,1012AK,AMSTERDAM,NL,ELK,KVB,19,1.0,0.9473999999999999,1.0,0.63,1x25,5486,0.7895,0.7895,1,52.37586778,4.900239881
,Liander N.V. (NW),,Oudezijds Kolk,1012AL,1012AL,AMSTERDAM,NL,ELK,KVB,54,1.0,0.963,1.0,0.59,1x25,6546,0.12960000000000002,0.037000000000000005,1.2,52.37602812,4.9012753
Liander N.V.,Liander N.V. (NW),,Elleboogsteeg,1012AM,1012AR,AMSTERDAM,NL,ELK,KVB,53,1.0,0.9811,1.0,0.53,1x25,9171,0.35850000000000004,0.1321,1.3,52.37539317,4.901133729
Liander N.V.,Liander N.V. (NW),,Zeedijk,1012AS,1012AS,AMSTERDAM,NL,ELK,KVB,40,1.0,0.975,1.0,0.6,1x25,5812,0.35,0.225,1.2,52.37472368,4.900908874
,Liander N.V. (NW),,Zeedijk,1012AT,1012AT,AMSTERDAM,NL,ELK,KVB,19,1.0,1.0,1.0,0.37,1x25,8616,0.31579999999999997,0.0,1.3,52.37413732,4.900463275
,Liander N.V. (NW),,Zeedijk,1012AV,1012AV,AMSTERDAM,NL,ELK,KVB,26,1.0,1.0,1.0,0.46,1x25,9155,0.1923,0.07690000000000001,1.2,52.3738118,4.90035643
,Liander N.V. (NW),,Zeedijk,1012AW,1012AW,AMSTERDAM,NL,ELK,KVB,20,1.0,1.0,1.0,0.55,1x25,14398,0.3,0.1,1.2,52.37337785,4.900322717
